YAR031W	chrI	186836	187732	187885
YAR030C	chrI	186853	186512	NaN
YAR033W	chrI	188107	188811	188903
YAR035W	chrI	190193	192256	192425
YAR035C-A	chrI	192417	192337	NaN
YAR042W	chrI	192619	196185	196339
YAR047C	chrI	201787	201467	NaN
YAR050W	chrI	203403	208016	208090
YAR053W	chrI	208367	208663	NaN
YAR060C	chrI	217492	217157	NaN
YAR064W	chrI	220198	220497	NaN
YAR066W	chrI	221049	221660	NaN
YAR068W	chrI	222406	222891	NaN
YAR069C	chrI	224304	224011	NaN
YAR070C	chrI	224862	224563	NaN
YAR071W	chrI	225460	226863	NaN
YAR073W	chrI	227742	228953	NaN
YAR075W	chrI	228844	229317	NaN
YBL113W-A	chrII	646	1128	NaN
YBL113C	chrII	2658	280	NaN
YBL112C	chrII	2899	2582	NaN
YBL111C	chrII	5009	2907	NaN
YBL109W	chrII	5790	6125	NaN
TEL02L-YP	chrII	5848	1	NaN
TEL02L-XR	chrII	6138	5849	NaN
YBL108C-A	chrII	7733	7605	NaN
YBL108W	chrII	8177	8482	NaN
YBL107W-A	chrII	9268	9372	NaN
YBL107C	chrII	10551	9961	9846
YBL106C	chrII	13879	10847	10779
YBL105C	chrII	17696	14241	14102
YBL104C	chrII	21293	18177	18146
YBL103C	chrII	23536	22076	21600
YBL102W	chrII	24098	24745	24886
YBL101C	chrII	28299	24946	24809
YBL100W-C	chrII	28427	28546	28767
YBL099W	chrII	37053	38690	38955
YBL100C	chrII	37303	36989	NaN
YBL098W	chrII	39145	40527	39726
YBL097W	chrII	40831	43095	43304
YBL095W	chrII	43277	44089	44207
YBL096C	chrII	43482	43174	NaN
YBL094C	chrII	44097	43765	NaN
YBL093C	chrII	44918	44256	44115
YBL092W	chrII	45978	46370	46369
YBL091C-A	chrII	47180	46565	47266
YBL091C	chrII	48628	47363	48483
YBL090W	chrII	48825	49358	49438
YBL089W	chrII	49574	50953	51016
YBL088C	chrII	59382	51019	50982
YBL087C	chrII	60739	59822	59800
YBL086C	chrII	62602	61202	61150
YBL085W	chrII	63876	66818	66766
YBL084C	chrII	69445	67169	68988
YBL083C	chrII	70138	69713	NaN
YBL082C	chrII	71127	69751	NaN
YBL081W	chrII	71866	72972	73027
YBL080C	chrII	74695	73070	74413
YBL079W	chrII	75259	79767	79846
YBL078C	chrII	80731	80378	80109
YBL077W	chrII	80897	81328	NaN
YBL076C	chrII	84261	81043	80943
YBL075C	chrII	86448	84499	84411
YBL073W	chrII	87646	87957	NaN
YBL074C	chrII	87789	86722	88240
YBL072C	chrII	89125	88523	88400
YBL071C-B	chrII	89556	89458	NaN
YBL071W-A	chrII	89978	90226	90469
YBL071C	chrII	90531	90223	NaN
YBL069W	chrII	90741	92030	92183
YBL070C	chrII	90925	90605	NaN
YBL068W-A	chrII	91794	92030	NaN
YBL068W	chrII	92414	93394	93489
YBL067C	chrII	95882	93639	93765
YBL065W	chrII	99963	100307	NaN
YBL066C	chrII	100115	96669	98994
YBL064C	chrII	101156	100371	100300
YBL063W	chrII	101886	105221	105348
YBL062W	chrII	105308	105688	NaN
YBL061C	chrII	107406	105316	105221
YBL060W	chrII	107932	109995	108867
YBL059C-A	chrII	110539	110125	109886
YBL059W	chrII	110594	111244	111291
YBL058W	chrII	111437	112708	112827
YBL057C	chrII	113427	112801	112730
YBL056W	chrII	113762	115168	115566
YBL055C	chrII	116829	115573	115455
YBL054W	chrII	117589	119166	119386
YBL053W	chrII	119335	119709	NaN
YBL052C	chrII	121874	119379	119307
YBL051C	chrII	124759	122753	122432
YBL050W	chrII	125125	126119	126186
YBL049W	chrII	126828	127244	126789
YBL048W	chrII	127299	127610	NaN
YBL047C	chrII	132040	127895	127756
YBL046W	chrII	132424	133749	134051
YBL045C	chrII	135516	134143	134004
YBL044W	chrII	135998	136366	136237
YBL043W	chrII	136688	137461	136626
YBL042C	chrII	140260	138341	138178
YBL041W	chrII	141247	141972	142024
YBL040C	chrII	142868	142112	142044
YBL039W-B	chrII	143393	143572	143697
YBL039C-A	chrII	145031	144948	NaN
YBL039C	chrII	145728	143989	143732
YBL038W	chrII	146187	146885	146979
YBL037W	chrII	147209	150286	148083
YBL036C	chrII	151220	150447	150420
YBL035C	chrII	153610	151493	151434
YBL034C	chrII	158389	153848	156436
YBL033C	chrII	159693	158656	158591
YBL032W	chrII	160184	161329	161433
YBL031W	chrII	161699	162715	162802
YBL030C	chrII	163997	163041	162998
YBL029C-A	chrII	164772	164488	164339
YBL029W	chrII	166134	167264	167489
YBL028C	chrII	167838	167518	167301
YBL027W	chrII	168423	169376	169461
YBL026W	chrII	170623	171038	171170
YBL025W	chrII	171481	171918	172388
YBL024W	chrII	172534	174588	174511
YBL023C	chrII	177526	174920	175285
YBL022C	chrII	181275	177874	177797
YBL021C	chrII	182094	181660	181495
YBL020W	chrII	182401	184125	184220
YBL019W	chrII	184353	185915	186183
YBL018C	chrII	186474	185998	185914
YBL017C	chrII	191583	186844	186775
YBL016W	chrII	192451	193512	193650
YBL015W	chrII	194122	195702	195752
YBL014C	chrII	201748	199064	198925
YBL013W	chrII	202056	203261	203131
YBL011W	chrII	203538	205817	205794
YBL012C	chrII	203807	203406	NaN
YBL010C	chrII	206949	206107	205751
YBL009W	chrII	207194	209224	209353
YBL008W-A	chrII	209409	209648	NaN
YBL008W	chrII	209653	212175	212286
YBL007C	chrII	216366	212632	216406
YBL006W-A	chrII	216711	216860	NaN
YBL006C	chrII	217129	216587	216483
YBL005W	chrII	217470	220400	220770
YBL004W	chrII	227636	235117	235182
YBL003C	chrII	235792	235394	235120
YBL002W	chrII	236492	236887	237029
YBL001C	chrII	237467	237153	237076
YBR001C	chrII	241283	238941	238866
YBR002C	chrII	242568	241708	241531
YBR003W	chrII	242809	244230	243793
YBR004C	chrII	245667	244366	244344
YBR005W	chrII	245906	246547	246730
YBR006W	chrII	247010	248503	246929
YBR007C	chrII	251016	248806	248661
YBR008C	chrII	254209	252563	252587
YBR009C	chrII	255684	255373	255408
YBR010W	chrII	256331	256741	256694
YBR011C	chrII	257975	257112	256996
YBR012C	chrII	259566	259147	NaN
YBR013C	chrII	265881	265492	265826
YBR014C	chrII	267336	266725	266613
YBR015C	chrII	269503	267710	267570
YBR016W	chrII	270247	270633	270656
YBR017C	chrII	273703	270947	270836
YBR018C	chrII	275527	274427	275367
YBR019C	chrII	278352	276253	276148
YBR020W	chrII	279021	280607	278479
YBR021W	chrII	281443	283344	NaN
YBR022W	chrII	283738	284271	284431
YBR023C	chrII	287925	284428	284224
YBR024W	chrII	289445	290350	290568
YBR025C	chrII	291865	290681	290468
YBR026C	chrII	294019	292877	292760
YBR027C	chrII	294356	294024	NaN
YBR028C	chrII	296002	294425	294726
YBR029C	chrII	297742	296369	NaN
YBR030W	chrII	298292	299950	299995
YBR031W	chrII	300166	301254	301352
YBR032W	chrII	301519	301821	NaN
YBR033W	chrII	301944	304703	304891
YBR034C	chrII	305976	304930	304747
YBR035C	chrII	306955	306269	306202
YBR036C	chrII	310313	309081	308977
YBR037C	chrII	311452	310565	310492
YBR038W	chrII	311898	314789	313130
YBR039W	chrII	315575	316510	316624
YBR040W	chrII	316968	317864	NaN
YBR041W	chrII	318266	320275	319366
YBR042C	chrII	321609	320416	320441
YBR043C	chrII	323945	321876	321735
YBR044C	chrII	326059	324341	324264
YBR045C	chrII	330092	328173	328048
YBR046C	chrII	331511	330507	330461
YBR047W	chrII	331833	332360	NaN
YBR048W	chrII	332831	333812	334055
YBR049C	chrII	336818	334386	333926
YBR051W	chrII	337988	338338	NaN
YBR050C	chrII	338199	337183	337142
YBR052C	chrII	339352	338720	338659
YBR053C	chrII	340751	339675	339604
YBR054W	chrII	343101	344135	344610
YBR055C	chrII	347301	344602	344487
YBR056W	chrII	347879	349384	349427
YBR056W-A	chrII	351255	351455	NaN
YBR056C-B	chrII	351451	351293	NaN
YBR057C	chrII	353293	352193	353075
YBR058C	chrII	356017	353672	353631
YBR058C-A	chrII	356566	356324	356146
YBR059C	chrII	360187	356861	356775
YBR060C	chrII	362514	360652	360592
YBR061C	chrII	365719	364787	364709
YBR062C	chrII	366600	365976	365871
YBR064W	chrII	367763	368191	NaN
YBR063C	chrII	368184	366970	366915
YBR065C	chrII	369678	368584	NaN
YBR066C	chrII	370699	370037	369938
YBR067C	chrII	372735	372103	372005
YBR068C	chrII	375690	373861	373636
YBR069C	chrII	378433	376574	376444
YBR070C	chrII	379934	379221	379173
YBR071W	chrII	380411	381046	381309
YBR072W	chrII	382030	382674	382835
YBR072C-A	chrII	383021	382860	382725
YBR073W	chrII	383112	385988	386048
YBR074W	chrII	386286	389216	388612
YBR076W	chrII	390227	391291	391675
YBR076C-A	chrII	391617	391351	NaN
YBR077C	chrII	392293	391805	391576
YBR078W	chrII	393123	394742	394794
YBR079C	chrII	398277	395383	395288
YBR080C	chrII	400890	398614	398433
YBR081C	chrII	405251	401253	401130
YBR082C	chrII	407169	406628	406420
YBR083W	chrII	409169	410629	410715
YBR084W	chrII	411054	413981	414138
YBR084C-A	chrII	415261	414186	414062
YBR085W	chrII	415983	416906	416520
YBR085C-A	chrII	419164	418907	419046
YBR086C	chrII	423041	420201	421298
YBR087W	chrII	423765	424829	424883
YBR089W	chrII	425183	425782	NaN
YBR088C	chrII	425766	424990	425580
YBR089C-A	chrII	426489	426190	425990
YBR090C	chrII	427058	426333	NaN
YBR091C	chrII	427484	427155	427047
YBR092C	chrII	429101	427698	427593
YBR093C	chrII	430951	429548	429483
YBR094W	chrII	432036	434297	434056
YBR095C	chrII	435698	434406	434383
YBR096W	chrII	436021	436713	436782
YBR097W	chrII	436951	441315	441482
YBR098W	chrII	441515	443590	443654
YBR099C	chrII	443307	442924	NaN
YBR101C	chrII	444693	443821	443773
YBR102C	chrII	447323	445062	444951
YBR103W	chrII	447709	449316	449360
YBR103C-A	chrII	449463	449320	NaN
YBR104W	chrII	449667	450656	450738
YBR105C	chrII	451969	450881	450727
YBR106W	chrII	452658	453224	453360
YBR107C	chrII	454530	453793	453482
YBR108W	chrII	454822	457665	457839
YBR109C	chrII	458362	457919	457717
YBR109W-A	chrII	458608	458832	NaN
YBR110W	chrII	458872	460221	460315
YBR111C	chrII	461873	461178	461099
YBR111W-A	chrII	462139	462579	NaN
YBR113W	chrII	465566	466048	NaN
YBR112C	chrII	465770	462870	464595
YBR114W	chrII	467248	469620	467646
YBR115C	chrII	473926	469748	NaN
YBR116C	chrII	474726	474199	NaN
YBR117C	chrII	476437	474392	474233
YBR118W	chrII	477671	479047	479144
YBR119W	chrII	479338	480323	479375
YBR120C	chrII	480923	480435	480756
YBR121C-A	chrII	482484	482326	NaN
YBR121C	chrII	483367	481364	481221
YBR122C	chrII	484503	483970	483766
YBR124W	chrII	486507	486866	NaN
YBR123C	chrII	486691	484742	484683
YBR125C	chrII	488380	487199	487049
YBR126C	chrII	490392	488905	490344
YBR126W-A	chrII	490850	491056	NaN
YBR126W-B	chrII	490927	491070	NaN
YBR127C	chrII	492822	491269	491103
YBR128C	chrII	494115	493081	492980
YBR129C	chrII	495339	494353	NaN
YBR130C	chrII	496869	495592	495472
YBR131W	chrII	497163	499277	499552
YBR131C-A	chrII	497739	497650	NaN
YBR132C	chrII	501442	499652	499956
YBR134W	chrII	504243	504644	NaN
YBR133C	chrII	504287	501804	501724
YBR135W	chrII	504854	505306	505406
YBR136W	chrII	505668	512774	512969
YBR137W	chrII	513044	513583	513676
YBR138C	chrII	515336	513762	513605
YBR139W	chrII	515664	517190	517383
YBR140C	chrII	526628	517350	519222
YBR141W-A	chrII	527167	527262	NaN
YBR141C	chrII	528038	527025	526902
YBR142W	chrII	528317	530638	530754
YBR143C	chrII	532182	530869	530635
YBR144C	chrII	533549	533235	NaN
YBR145W	chrII	533762	534817	534954
YBR146W	chrII	535260	536096	536286
YBR147W	chrII	536575	537465	537478
YBR148W	chrII	537876	539705	537882
YBR149W	chrII	539987	541021	541178
YBR150C	chrII	544493	541209	542663
YBR151W	chrII	545028	545978	546107
YBR152W	chrII	546376	547251	546200
YBR153W	chrII	547460	548194	548407
YBR154C	chrII	549009	548362	548952
YBR155W	chrII	549771	550928	551004
YBR156C	chrII	553200	551104	550920
YBR157C	chrII	554310	553543	554308
YBR158W	chrII	556549	558198	558343
YBR159W	chrII	558685	559728	559885
YBR160W	chrII	560078	560974	561065
YBR161W	chrII	561634	562764	563156
YBR162C	chrII	564570	563203	563050
YBR162W-A	chrII	565231	565428	565518
YBR163W	chrII	565723	567480	567531
YBR164C	chrII	568426	567875	567733
YBR165W	chrII	568852	569685	569727
YBR166C	chrII	571200	569842	570362
YBR167C	chrII	571890	571468	571394
YBR168W	chrII	572371	573612	573752
YBR169C	chrII	575996	573915	574058
YBR170C	chrII	578086	576344	576191
YBR171W	chrII	578364	578984	579050
YBR172C	chrII	581372	579150	580135
YBR173C	chrII	582172	581726	581576
YBR175W	chrII	582408	583355	582617
YBR174C	chrII	582652	582338	NaN
YBR176W	chrII	583720	584658	584800
YBR178W	chrII	586071	586445	NaN
YBR177C	chrII	586162	584807	584681
YBR179C	chrII	589114	586547	586827
YBR180W	chrII	589741	591459	591686
YBR181C	chrII	592774	591712	591610
YBR182C	chrII	594864	593506	593210
YBR182C-A	chrII	595555	595361	595756
YBR183W	chrII	596115	597065	596783
YBR184W	chrII	597363	598934	NaN
YBR185C	chrII	599959	599123	598998
YBR186W	chrII	600553	602360	NaN
YBR187W	chrII	602634	603476	603612
YBR188C	chrII	604107	603685	603522
YBR189W	chrII	604508	605508	605575
YBR190W	chrII	605966	606277	NaN
YBR191W	chrII	606270	607140	607329
YBR191W-A	chrII	607149	607223	NaN
YBR192W	chrII	607652	608785	608927
YBR193C	chrII	609753	609082	608843
YBR194W	chrII	610038	610409	610616
YBR195C	chrII	611882	610614	610486
YBR196C	chrII	613900	612236	612130
YBR196C-A	chrII	614173	614024	614101
YBR196C-B	chrII	614630	614526	614751
YBR197C	chrII	615856	615203	NaN
YBR198C	chrII	618523	616127	616032
YBR199W	chrII	618909	620303	620482
YBR200W	chrII	620872	622527	622740
YBR200W-A	chrII	622983	623147	NaN
YBR201W	chrII	623576	624211	624331
YBR201C-A	chrII	624696	624493	624240
YBR202W	chrII	625772	628309	627658
YBR203W	chrII	629168	631942	629170
YBR204C	chrII	633381	632254	NaN
YBR205W	chrII	633622	634836	634936
YBR206W	chrII	634601	634924	NaN
YBR207W	chrII	635146	636543	636652
YBR208C	chrII	642210	636703	636563
YBR209W	chrII	642583	642900	NaN
YBR210W	chrII	645550	645978	646040
YBR211C	chrII	647132	646158	646205
YBR212W	chrII	647886	649904	650109
YBR213W	chrII	650368	651192	651386
YBR214W	chrII	651415	652998	652451
YBR215W	chrII	653356	655317	655423
YBR216C	chrII	657600	655576	655342
YBR217W	chrII	657832	658392	658693
YBR218C	chrII	662249	658707	658569
YBR219C	chrII	663303	662499	NaN
YBR220C	chrII	664677	662995	662838
YBR221C	chrII	666253	665153	664909
YBR221W-A	chrII	666538	666642	666694
YBR222C	chrII	668351	666720	666599
YBR223W-A	chrII	668721	668840	NaN
YBR224W	chrII	670125	670640	NaN
YBR223C	chrII	670297	668663	NaN
YBR225W	chrII	670627	673329	671793
YBR226C	chrII	673565	673155	NaN
YBR227C	chrII	675134	673572	NaN
YBR228W	chrII	675313	676227	675904
YBR229C	chrII	679221	676357	676222
YBR230C	chrII	680050	679549	679504
YBR230W-A	chrII	680362	680562	680771
YBR231C	chrII	683090	682179	682132
YBR233W	chrII	683428	684669	683469
YBR232C	chrII	683732	683373	NaN
YBR233W-A	chrII	684977	685261	685528
YBR234C	chrII	686592	685438	685363
YBR235W	chrII	686901	690263	690352
YBR236C	chrII	691693	690383	690256
YBR237W	chrII	691969	694518	694038
YBR238C	chrII	697302	695107	695781
YBR239C	chrII	699943	698354	699977
YBR240C	chrII	701842	700490	700259
YBR241C	chrII	704055	702589	702518
YBR242W	chrII	704670	705386	705469
YBR243C	chrII	706793	705447	705363
YBR244W	chrII	707528	708016	708250
YBR245C	chrII	711539	708150	708226
YBR246W	chrII	711591	712754	712847
YBR247C	chrII	714455	713004	712745
YBR248C	chrII	716465	714807	714723
YBR249C	chrII	717994	716882	716763
YBR250W	chrII	719033	720604	718587
YBR251W	chrII	721390	722313	722392
YBR252W	chrII	722611	723054	723114
YBR253W	chrII	723270	723635	723657
YBR254C	chrII	724263	723736	723579
YBR255W	chrII	724456	726540	726680
YBR255C-A	chrII	727074	726618	726519
YBR256C	chrII	728102	727386	727284
YBR257W	chrII	728885	729724	729742
YBR258C	chrII	730162	729734	729665
YBR259W	chrII	730387	732453	732519
YBR260C	chrII	734639	732639	732812
YBR261C	chrII	735530	734832	734703
YBR262C	chrII	736040	735720	735625
YBR263W	chrII	736264	737736	737784
YBR264C	chrII	738369	737770	737662
YBR265W	chrII	738582	739544	739674
YBR267W	chrII	739841	741022	741137
YBR266C	chrII	740388	739936	NaN
YBR268W	chrII	741299	741616	741711
YBR269C	chrII	742576	742160	741975
YBR270C	chrII	744398	742761	743250
YBR271W	chrII	744852	746111	746211
YBR272C	chrII	747803	746361	746170
YBR273C	chrII	749371	748061	NaN
YBR274W	chrII	749594	751177	751207
YBR275C	chrII	757106	751356	751766
YBR276C	chrII	760043	757620	757542
YBR278W	chrII	760294	760899	760982
YBR277C	chrII	760616	760215	NaN
YBR279W	chrII	761257	762594	762477
YBR280C	chrII	764697	762784	762863
YBR281C	chrII	767606	764970	764854
YBR282W	chrII	768240	768680	769027
YBR283C	chrII	770415	768943	768774
YBR284W	chrII	771239	773632	771517
YBR285W	chrII	773922	774356	NaN
YBR286W	chrII	774700	776313	776352
YBR287W	chrII	776571	777854	777908
YBR288C	chrII	779463	778012	778055
YBR289W	chrII	779667	782384	781677
YBR290W	chrII	782591	783556	783683
YBR291C	chrII	784572	783673	783622
YBR292C	chrII	785073	784702	NaN
YBR293W	chrII	787006	788430	788644
YBR294W	chrII	789235	791814	NaN
YBR295W	chrII	792849	796499	796511
YBR296C	chrII	798522	796798	796725
YBR296C-A	chrII	800242	800123	799791
YBR297W	chrII	800523	801929	800665
YBR298C	chrII	804475	802631	804521
YBR298C-A	chrII	805256	805035	804650
YBR299W	chrII	805351	807105	805342
YBR301W	chrII	809057	809419	NaN
YBR300C	chrII	809097	808600	NaN
YBR302C	chrII	811479	810340	810257
YCL076W	chrIII	1392	2135	NaN
YCL073C	chrIII	8326	6479	NaN
YCL069W	chrIII	9706	11082	NaN
YCL068C	chrIII	12285	11503	NaN
YCL067C	chrIII	13018	12386	NaN
YCL066W	chrIII	13282	13809	NaN
YCL065W	chrIII	13751	14119	NaN
YCL064C	chrIII	16880	15798	15703
YCL063W	chrIII	17290	18561	18487
YCL061C	chrIII	22106	18816	21438
YCL059C	chrIII	23379	22429	22358
YCL058W-A	chrIII	23584	23925	23990
YCL058C	chrIII	23981	23523	NaN
YCL057C-A	chrIII	24325	24032	23888
YCL057W	chrIII	24768	26906	27049
YCL056C	chrIII	27359	26925	26890
YCL055W	chrIII	27929	28936	29125
YCL054W	chrIII	31449	33974	32972
YCL052C	chrIII	35393	34143	33923
YCL051W	chrIII	35865	37616	37570
YCL050C	chrIII	38801	37836	37758
YCL049C	chrIII	40724	39786	39638
YCL048W-A	chrIII	41488	41727	41387
YCL048W	chrIII	42165	43556	43735
YCL047C	chrIII	44437	43661	43468
YCL046W	chrIII	46640	46963	NaN
YCL045C	chrIII	46905	44623	44562
YCL044C	chrIII	48364	47111	NaN
YCL043C	chrIII	50221	48653	48985
YCL042W	chrIII	50584	50943	NaN
YCL041C	chrIII	50627	50133	NaN
YCL040W	chrIII	50838	52340	52522
YCL039W	chrIII	52645	54882	53156
YCL038C	chrIII	56527	54941	56695
YCL037C	chrIII	58678	57374	58265
YCL036W	chrIII	59026	60726	60830
YCL035C	chrIII	61173	60841	60736
YCL034W	chrIII	61658	62722	62845
YCL033C	chrIII	63282	62776	62644
YCL032W	chrIII	63441	64481	64580
YCL031C	chrIII	65568	64675	65308
YCL030C	chrIII	68333	65934	65808
YCL029C	chrIII	69921	68599	68349
YCL028W	chrIII	70150	71367	71495
YCL027W	chrIII	71803	73341	73427
YCL026C-B	chrIII	73986	73405	73342
YCL026C-A	chrIII	75285	74704	NaN
YCL025C	chrIII	77919	76018	75923
YCL024W	chrIII	79162	82275	79270
YCL023C	chrIII	79296	78949	NaN
YCL022C	chrIII	82085	81570	NaN
YCL021W-A	chrIII	83620	83997	84194
YCL018W	chrIII	91324	92418	92584
YCL017C	chrIII	94270	92777	92624
YCL016C	chrIII	95763	94621	94528
YCL014W	chrIII	96281	101191	101324
YCL012C	chrIII	101788	101317	101263
YCL011C	chrIII	103358	102075	101992
YCL010C	chrIII	104350	103571	103516
YCL009C	chrIII	105548	104619	104471
YCL008C	chrIII	106853	105696	106389
YCL005W-A	chrIII	107023	107417	107523
YCL007C	chrIII	107366	106974	NaN
YCL005W	chrIII	108021	108791	108996
YCL004W	chrIII	109105	110670	110713
YCL002C	chrIII	111675	110808	110540
YCL001W	chrIII	111916	112482	112545
YCL001W-A	chrIII	113080	113541	NaN
YCL001W-B	chrIII	113770	114024	114252
YCR001W	chrIII	115685	115999	NaN
YCR002C	chrIII	118348	117380	117319
YCR003W	chrIII	118620	119171	119269
YCR004C	chrIII	120318	119575	119465
YCR005C	chrIII	122328	120946	120921
YCR006C	chrIII	123003	122530	NaN
YCR007C	chrIII	126730	126011	125935
YCR008W	chrIII	128470	130281	130139
YCR009C	chrIII	131542	130745	130643
YCR010C	chrIII	133124	132273	133586
YCR011C	chrIII	136873	133724	133663
YCR012W	chrIII	137746	138996	137999
YCR013C	chrIII	139049	138402	NaN
YCR014C	chrIII	140933	139185	141029
YCR015C	chrIII	142170	141217	142217
YCR016W	chrIII	143634	144506	144359
YCR017C	chrIII	147634	144773	144672
YCR018C	chrIII	148903	148238	148297
YCR018C-A	chrIII	151862	151608	NaN
YCR019W	chrIII	152837	153928	152425
YCR020C	chrIII	154659	154012	154667
YCR020C-A	chrIII	155096	154830	154889
YCR020W-B	chrIII	155320	155556	155539
YCR021C	chrIII	157107	156109	157018
YCR022C	chrIII	157765	157421	NaN
YCR023C	chrIII	160373	158538	158291
YCR024C	chrIII	162222	160744	160617
YCR024C-B	chrIII	162865	162599	162459
YCR024C-A	chrIII	163067	162945	NaN
YCR025C	chrIII	163856	163446	NaN
YCR026C	chrIII	166339	164111	163889
YCR027C	chrIII	167999	167370	167249
YCR028C	chrIII	172424	170886	170685
YCR028C-A	chrIII	173440	172950	172757
YCR030C	chrIII	176438	173826	173653
YCR031C	chrIII	178220	177500	177393
YCR032W	chrIII	179520	186023	186097
YCR033W	chrIII	186489	190169	188782
YCR034W	chrIII	190592	191635	191803
YCR035C	chrIII	193018	191834	191679
YCR036W	chrIII	193297	194298	194320
YCR037C	chrIII	197185	194414	194340
YCR038W-A	chrIII	199293	199418	NaN
YCR038C	chrIII	199549	197621	197912
YCR039C	chrIII	200178	199546	NaN
YCR040W	chrIII	200442	200969	201181
YCR041W	chrIII	200911	201243	NaN
YCR042C	chrIII	205397	201174	204431
YCR043C	chrIII	206644	206261	NaN
YCR044C	chrIII	207950	206877	206975
YCR045W-A	chrIII	208751	209101	NaN
YCR045C	chrIII	209610	208135	NaN
YCR046C	chrIII	210423	209914	209804
YCR047W-A	chrIII	211301	211507	NaN
YCR047C	chrIII	211545	210718	210522
YCR048W	chrIII	211929	213761	NaN
YCR049C	chrIII	212317	211871	NaN
YCR050C	chrIII	213772	213464	213558
YCR051W	chrIII	214071	214739	214872
YCR052W	chrIII	214994	216445	216621
YCR053W	chrIII	216697	218241	218395
YCR054C	chrIII	220067	218376	218695
YCR057C	chrIII	223228	220457	220338
YCR059C	chrIII	224230	223454	NaN
YCR060W	chrIII	224399	224734	224659
YCR061W	chrIII	225563	227458	227813
YCR063W	chrIII	228318	228791	228800
